nama_file,label
pot1.wav,2
pot2.wav,1
pot3.wav,2
pot4.wav,0
pot5.wav,2
pot6.wav,0
pot7.wav,2
pot8.wav,2
pot9.wav,2
pot10.wav,2
pot11.wav,1
pot12.wav,0
pot13.wav,0
pot14.wav,0
pot15.wav,0
pot16.wav,0
pot17.wav,2
pot18.wav,0
pot19.wav,0
pot20.wav,2
pot21.wav,2
pot22.wav,2
pot23.wav,2
pot24.wav,2
pot25.wav,2
pot26.wav,2
pot27.wav,2
pot28.wav,2
pot29.wav,2
pot30.wav,2
pot31.wav,0
pot32.wav,0
pot33.wav,2
pot34.wav,2
pot35.wav,2
pot36.wav,2
pot37.wav,2
pot38.wav,2
pot39.wav,2
pot40.wav,2
pot41.wav,0
pot42.wav,2
pot43.wav,2
pot44.wav,2
pot45.wav,2
pot46.wav,2
pot47.wav,2
pot48.wav,2
pot49.wav,2
pot50.wav,1
pot51.wav,2
pot52.wav,2
pot53.wav,0
pot54.wav,2
pot55.wav,2
pot56.wav,2
pot57.wav,2
pot58.wav,1
pot59.wav,2
pot60.wav,2
pot61.wav,2
pot62.wav,2
pot63.wav,2
pot64.wav,2
pot65.wav,2
pot66.wav,0
pot67.wav,0
pot68.wav,2
pot69.wav,2
pot70.wav,2
pot71.wav,2
pot72.wav,2
pot73.wav,1
pot74.wav,0
pot75.wav,2
pot76.wav,2
pot77.wav,2
pot78.wav,2
pot79.wav,2
pot80.wav,2
pot81.wav,2
pot82.wav,2
pot83.wav,2
pot84.wav,2
pot85.wav,2
pot86.wav,2
pot87.wav,2
pot88.wav,2
pot89.wav,2
pot90.wav,2
pot91.wav,2
pot92.wav,2
pot93.wav,2
pot94.wav,2
pot95.wav,2
pot96.wav,2
pot97.wav,2
pot98.wav,2
pot99.wav,1
pot100.wav,1
pot101.wav,2
pot102.wav,2
pot103.wav,2
pot104.wav,2
pot105.wav,2
pot106.wav,2
pot107.wav,2
pot108.wav,2
pot109.wav,2
pot110.wav,2
pot111.wav,2
pot112.wav,2
pot113.wav,2
pot114.wav,2
pot115.wav,0
pot116.wav,2
pot117.wav,2
pot118.wav,2
pot119.wav,2
pot120.wav,2
pot121.wav,1
pot122.wav,1
pot123.wav,1
pot124.wav,1
pot125.wav,1
pot126.wav,1
pot127.wav,1
pot128.wav,1
pot129.wav,1
pot130.wav,2
pot131.wav,0
pot132.wav,0
