nama_file,label
pot1.wav,3
pot2.wav,3
pot3.wav,3
pot4.wav,3
pot5.wav,3
pot6.wav,3
pot7.wav,3
pot8.wav,3
pot9.wav,3
pot10.wav,3
pot11.wav,3
pot12.wav,3
pot13.wav,3
pot14.wav,3
pot15.wav,3
pot16.wav,3
pot17.wav,3
pot18.wav,3
pot19.wav,3
pot20.wav,3
pot21.wav,3
pot22.wav,3
pot23.wav,3
pot24.wav,3
pot25.wav,3
pot26.wav,3
pot27.wav,3
pot28.wav,3
pot29.wav,3
pot30.wav,3
pot31.wav,3
pot32.wav,3
pot33.wav,3
pot34.wav,3
pot35.wav,3
pot36.wav,3
pot37.wav,3
pot38.wav,3
pot39.wav,3
pot40.wav,3
pot41.wav,3
pot42.wav,3
pot43.wav,3
pot44.wav,3
pot45.wav,3
pot46.wav,3
pot47.wav,3
pot48.wav,3
pot49.wav,3
pot50.wav,3
pot51.wav,3
pot52.wav,3
pot53.wav,3
pot54.wav,3
pot55.wav,3
pot56.wav,3
pot57.wav,3
pot58.wav,3
pot59.wav,3
pot60.wav,3
pot61.wav,3
pot62.wav,3
pot63.wav,3
pot64.wav,3
pot65.wav,3
pot66.wav,3
pot67.wav,3
pot68.wav,3
pot69.wav,3
pot70.wav,3
pot71.wav,3
pot72.wav,3
pot73.wav,3
pot74.wav,3
pot75.wav,3
pot76.wav,3
pot77.wav,3
pot78.wav,3
pot79.wav,3
pot80.wav,3
pot81.wav,3
pot82.wav,3
pot83.wav,3
pot84.wav,3
pot85.wav,3
pot86.wav,3
pot87.wav,3
pot88.wav,3
pot89.wav,3
pot90.wav,3
pot91.wav,3
pot92.wav,3
pot93.wav,3
pot94.wav,3
pot95.wav,3
pot96.wav,3
pot97.wav,3
pot98.wav,3
pot99.wav,3
pot100.wav,3
pot101.wav,3
pot102.wav,3
pot103.wav,3
pot104.wav,3
pot105.wav,3
pot106.wav,3
pot107.wav,3
pot108.wav,3
pot109.wav,3
pot110.wav,3
pot111.wav,3
pot112.wav,3
pot113.wav,3
pot114.wav,3
pot115.wav,3
pot116.wav,3
pot117.wav,3
pot118.wav,3
pot119.wav,3
pot120.wav,3
pot121.wav,3
pot122.wav,3
pot123.wav,3
pot124.wav,3
pot125.wav,3
pot126.wav,3
pot127.wav,3
pot128.wav,3
pot129.wav,3
pot130.wav,3
pot131.wav,3
pot132.wav,3
pot133.wav,3
pot134.wav,3
pot135.wav,3
pot136.wav,3
pot137.wav,3
pot138.wav,3
pot139.wav,3
pot140.wav,3
pot141.wav,3
pot142.wav,3
pot143.wav,3
pot144.wav,3
pot145.wav,3
pot146.wav,3
pot147.wav,3
pot148.wav,3
pot149.wav,3
pot150.wav,3
pot151.wav,3
pot152.wav,3
pot153.wav,3
pot154.wav,3
pot155.wav,3
pot156.wav,3
pot157.wav,3
pot158.wav,3
pot159.wav,3
pot160.wav,3
pot161.wav,3
pot162.wav,3
pot163.wav,3
pot164.wav,3
pot165.wav,3
pot166.wav,3
pot167.wav,3
pot168.wav,3
pot169.wav,3
pot170.wav,3
pot171.wav,3
pot172.wav,3
pot173.wav,3
pot174.wav,3
pot175.wav,3
pot176.wav,3
pot177.wav,3
pot178.wav,3
pot179.wav,3
pot180.wav,3
pot181.wav,3
pot182.wav,3
pot183.wav,3
pot184.wav,3
pot185.wav,3
pot186.wav,3
pot187.wav,3
pot188.wav,3
pot189.wav,3
pot190.wav,3
pot191.wav,3
pot192.wav,3
pot193.wav,3
pot194.wav,3
pot195.wav,3
pot196.wav,3
pot197.wav,3
pot198.wav,3
pot199.wav,3
pot200.wav,3
pot201.wav,3
pot202.wav,3
pot203.wav,3
pot204.wav,3
pot205.wav,3
pot206.wav,3
pot207.wav,3
pot208.wav,3
pot209.wav,3
pot210.wav,3
