nama_file,label
pot1.wav,1
pot2.wav,1
pot3.wav,1
pot4.wav,1
pot5.wav,1
pot6.wav,1
pot7.wav,1
pot8.wav,1
pot9.wav,1
pot10.wav,1
pot11.wav,1
pot12.wav,1
pot13.wav,1
pot14.wav,1
pot15.wav,1
pot16.wav,1
pot17.wav,1
pot18.wav,1
pot19.wav,1
pot20.wav,1
pot21.wav,1
pot22.wav,1
pot23.wav,1
pot24.wav,1
pot25.wav,1
pot26.wav,1
pot27.wav,1
pot28.wav,1
pot29.wav,1
pot30.wav,1
pot31.wav,1
pot32.wav,1
pot33.wav,1
pot34.wav,1
pot35.wav,1
pot36.wav,1
pot37.wav,1
pot38.wav,1
pot39.wav,1
pot40.wav,1
pot41.wav,1
pot42.wav,1
pot43.wav,1
pot44.wav,1
pot45.wav,1
pot46.wav,1
pot47.wav,1
pot48.wav,1
pot49.wav,1
pot50.wav,1
pot51.wav,1
pot52.wav,1
pot53.wav,1
pot54.wav,1
pot55.wav,1
pot56.wav,1
pot57.wav,1
pot58.wav,1
pot59.wav,1
pot60.wav,1
pot61.wav,1
pot62.wav,1
pot63.wav,1
pot64.wav,1
pot65.wav,1
pot66.wav,1
pot67.wav,1
pot68.wav,1
pot69.wav,1
pot70.wav,1
pot71.wav,1
pot72.wav,1
pot73.wav,1
pot74.wav,1
pot75.wav,1
pot76.wav,1
pot77.wav,1
pot78.wav,1
pot79.wav,1
pot80.wav,1
pot81.wav,1
pot82.wav,1
pot83.wav,1
pot84.wav,1
pot85.wav,1
pot86.wav,1
pot87.wav,1
pot88.wav,1
pot89.wav,1
pot90.wav,1
pot91.wav,1
pot92.wav,1
pot93.wav,1
pot94.wav,1
pot95.wav,1
pot96.wav,1
pot97.wav,1
pot98.wav,1
pot99.wav,1
pot100.wav,1
pot101.wav,1
pot102.wav,1
pot103.wav,1
pot104.wav,1
pot105.wav,1
pot106.wav,1
pot107.wav,1
pot108.wav,1
pot109.wav,1
pot110.wav,1
pot111.wav,1
pot112.wav,1
pot113.wav,1
pot114.wav,1
pot115.wav,1
pot116.wav,1
pot117.wav,1
pot118.wav,1
pot119.wav,1
pot120.wav,1
pot121.wav,1
pot122.wav,1
pot123.wav,1
pot124.wav,1
pot125.wav,1
pot126.wav,1
pot127.wav,1
pot128.wav,1
pot129.wav,1
pot130.wav,1
pot131.wav,1
pot132.wav,1
pot133.wav,1
pot134.wav,1
pot135.wav,1
pot136.wav,1
pot137.wav,1
pot138.wav,1
pot139.wav,1
pot140.wav,1
pot141.wav,1
pot142.wav,1
pot143.wav,1
pot144.wav,1
pot145.wav,1
pot146.wav,1
pot147.wav,1
pot148.wav,1
pot149.wav,1
pot150.wav,1
pot151.wav,1
pot152.wav,1
pot153.wav,1
pot154.wav,1
pot155.wav,1
pot156.wav,1
pot157.wav,1
pot158.wav,1
pot159.wav,1
pot160.wav,1
pot161.wav,1
pot162.wav,1
pot163.wav,1
pot164.wav,1
pot165.wav,1
pot166.wav,1
pot167.wav,1
pot168.wav,1
pot169.wav,1
pot170.wav,1
pot171.wav,1
pot172.wav,1
pot173.wav,1
pot174.wav,1
pot175.wav,1
pot176.wav,1
pot177.wav,1
pot178.wav,1
pot179.wav,1
pot180.wav,1
pot181.wav,1
pot182.wav,1
pot183.wav,1
pot184.wav,1
pot185.wav,1
pot186.wav,1
pot187.wav,1
pot188.wav,1
pot189.wav,1
pot190.wav,1
pot191.wav,1
pot192.wav,1
pot193.wav,1
pot194.wav,1
pot195.wav,1
pot196.wav,1
pot197.wav,1
pot198.wav,1
pot199.wav,1
pot200.wav,1
pot201.wav,1
pot202.wav,1
pot203.wav,1
pot204.wav,1
pot205.wav,1
pot206.wav,1
pot207.wav,1
pot208.wav,1
pot209.wav,1
pot210.wav,1
pot211.wav,1
pot212.wav,1
pot213.wav,1
pot214.wav,1
pot215.wav,1
pot216.wav,1
pot217.wav,1
pot218.wav,1
pot219.wav,1
pot220.wav,1
pot221.wav,1
pot222.wav,1
pot223.wav,1
pot224.wav,1
pot225.wav,1
pot226.wav,1
pot227.wav,1
pot228.wav,1
pot229.wav,1
pot230.wav,1
pot231.wav,1
pot232.wav,1
pot233.wav,1
pot234.wav,1
pot235.wav,1
pot236.wav,1
pot237.wav,1
pot238.wav,1
pot239.wav,1
pot240.wav,1
pot241.wav,1
pot242.wav,1
pot243.wav,1
pot244.wav,1
pot245.wav,1
pot246.wav,1
pot247.wav,1
pot248.wav,1
pot249.wav,1
pot250.wav,1
pot251.wav,1
pot252.wav,1
pot253.wav,1
pot254.wav,1
pot255.wav,1
pot256.wav,1
pot257.wav,1
pot258.wav,1
pot259.wav,1
pot260.wav,1
pot261.wav,1
pot262.wav,1
pot263.wav,1
pot264.wav,1
pot265.wav,1
pot266.wav,1
pot267.wav,1
pot268.wav,1
pot269.wav,1
pot270.wav,1
pot271.wav,1
pot272.wav,1
pot273.wav,1
pot274.wav,1
pot275.wav,1
pot276.wav,1
pot277.wav,1
pot278.wav,1
pot279.wav,1
pot280.wav,1
pot281.wav,1
pot282.wav,1
pot283.wav,1
pot284.wav,1
pot285.wav,1
pot286.wav,1
pot287.wav,1
pot288.wav,1
pot289.wav,1
pot290.wav,1
pot291.wav,1
pot292.wav,1
pot293.wav,1
pot294.wav,1
pot295.wav,1
pot296.wav,1
pot297.wav,1
pot298.wav,1
pot299.wav,1
pot300.wav,1
pot301.wav,1
pot302.wav,1
pot303.wav,1
pot304.wav,1
pot305.wav,1
pot306.wav,1
pot307.wav,1
pot308.wav,1
pot309.wav,1
pot310.wav,1
pot311.wav,1
pot312.wav,1
pot313.wav,1
pot314.wav,1
pot315.wav,1
pot316.wav,1
pot317.wav,1
pot318.wav,1
pot319.wav,1
pot320.wav,1
pot321.wav,1
pot322.wav,1
pot323.wav,1
pot324.wav,1
pot325.wav,1
pot326.wav,1
pot327.wav,1
pot328.wav,1
pot329.wav,1
pot330.wav,1
pot331.wav,1
pot332.wav,1
pot333.wav,1
pot334.wav,1
pot335.wav,1
pot336.wav,1
pot337.wav,1
pot338.wav,1
pot339.wav,1
pot340.wav,1
pot341.wav,1
pot342.wav,1
pot343.wav,1
pot344.wav,1
pot345.wav,1
pot346.wav,1
pot347.wav,1
pot348.wav,1
pot349.wav,1
pot350.wav,1
pot351.wav,1
pot352.wav,1
pot353.wav,1
pot354.wav,1
pot355.wav,1
pot356.wav,1
pot357.wav,1
pot358.wav,1
pot359.wav,1
pot360.wav,1
pot361.wav,1
pot362.wav,1
pot363.wav,1
pot364.wav,1
pot365.wav,1
pot366.wav,1
pot367.wav,1
pot368.wav,1
pot369.wav,1
pot370.wav,1
pot371.wav,1
pot372.wav,1
pot373.wav,1
pot374.wav,1
pot375.wav,1
pot376.wav,1
pot377.wav,1
pot378.wav,1
pot379.wav,1
pot380.wav,1
pot381.wav,1
pot382.wav,1
pot383.wav,1
pot384.wav,1
pot385.wav,1
pot386.wav,1
pot387.wav,1
pot388.wav,1
pot389.wav,1
pot390.wav,1
pot391.wav,1
pot392.wav,1
pot393.wav,1
