nama_file,label
pot1.wav,0
pot2.wav,0
pot3.wav,0
pot4.wav,0
pot5.wav,0
pot6.wav,0
pot7.wav,0
pot8.wav,0
pot9.wav,0
pot10.wav,0
pot11.wav,0
pot12.wav,0
pot13.wav,0
pot14.wav,0
pot15.wav,0
pot16.wav,0
pot17.wav,0
pot18.wav,0
pot19.wav,0
pot20.wav,0
pot21.wav,0
pot22.wav,0
pot23.wav,0
pot24.wav,0
pot25.wav,0
pot26.wav,0
pot27.wav,0
pot28.wav,0
pot29.wav,0
pot30.wav,0
pot31.wav,0
pot32.wav,0
pot33.wav,0
pot34.wav,0
pot35.wav,0
pot36.wav,0
pot37.wav,0
pot38.wav,0
pot39.wav,0
pot40.wav,0
pot41.wav,0
pot42.wav,0
pot43.wav,0
pot44.wav,0
pot45.wav,0
pot46.wav,0
pot47.wav,0
pot48.wav,0
pot49.wav,0
pot50.wav,0
pot51.wav,0
pot52.wav,0
pot53.wav,0
pot54.wav,0
pot55.wav,0
pot56.wav,0
pot57.wav,0
pot58.wav,0
pot59.wav,0
pot60.wav,0
pot61.wav,0
pot62.wav,0
pot63.wav,0
pot64.wav,0
pot65.wav,0
pot66.wav,0
pot67.wav,0
pot68.wav,0
pot69.wav,0
pot70.wav,0
pot71.wav,0
pot72.wav,0
pot73.wav,0
pot74.wav,0
pot75.wav,0
pot76.wav,0
pot77.wav,0
pot78.wav,0
pot79.wav,0
pot80.wav,0
pot81.wav,0
pot82.wav,0
pot83.wav,0
pot84.wav,0
pot85.wav,0
pot86.wav,0
pot87.wav,0
pot88.wav,0
pot89.wav,0
pot90.wav,0
pot91.wav,0
pot92.wav,0
pot93.wav,0
pot94.wav,0
pot95.wav,0
pot96.wav,0
pot97.wav,0
pot98.wav,0
pot99.wav,0
pot100.wav,0
pot101.wav,0
pot102.wav,0
pot103.wav,0
pot104.wav,0
pot105.wav,0
pot106.wav,0
pot107.wav,0
pot108.wav,0
pot109.wav,0
pot110.wav,0
pot111.wav,0
pot112.wav,0
pot113.wav,0
pot114.wav,0
pot115.wav,0
pot116.wav,0
pot117.wav,0
pot118.wav,0
pot119.wav,0
pot120.wav,0
pot121.wav,0
pot122.wav,0
pot123.wav,0
pot124.wav,0
pot125.wav,0
pot126.wav,0
pot127.wav,0
pot128.wav,0
pot129.wav,0
pot130.wav,0
pot131.wav,0
pot132.wav,0
pot133.wav,0
pot134.wav,0
pot135.wav,0
pot136.wav,0
pot137.wav,0
pot138.wav,0
pot139.wav,0
pot140.wav,0
pot141.wav,0
pot142.wav,0
pot143.wav,0
pot144.wav,0
pot145.wav,0
pot146.wav,0
pot147.wav,0
pot148.wav,0
pot149.wav,0
pot150.wav,0
pot151.wav,0
pot152.wav,0
pot153.wav,0
pot154.wav,0
pot155.wav,0
pot156.wav,0
pot157.wav,0
pot158.wav,0
pot159.wav,0
pot160.wav,0
pot161.wav,0
pot162.wav,0
pot163.wav,0
pot164.wav,0
pot165.wav,0
pot166.wav,0
pot167.wav,0
pot168.wav,0
pot169.wav,0
pot170.wav,0
pot171.wav,0
pot172.wav,0
pot173.wav,0
pot174.wav,0
pot175.wav,0
pot176.wav,0
pot177.wav,0
pot178.wav,0
pot179.wav,0
pot180.wav,0
pot181.wav,0
pot182.wav,0
pot183.wav,0
pot184.wav,0
pot185.wav,0
pot186.wav,0
pot187.wav,0
pot188.wav,0
pot189.wav,0
pot190.wav,0
pot191.wav,0
pot192.wav,0
pot193.wav,0
pot194.wav,0
pot195.wav,0
pot196.wav,0
pot197.wav,0
pot198.wav,0
pot199.wav,0
pot200.wav,0
pot201.wav,0
pot202.wav,0
pot203.wav,0
pot204.wav,0
pot205.wav,0
pot206.wav,0
pot207.wav,0
pot208.wav,0
pot209.wav,0
pot210.wav,0
pot211.wav,0
pot212.wav,0
pot213.wav,0
pot214.wav,0
pot215.wav,0
pot216.wav,0
pot217.wav,0
pot218.wav,0
pot219.wav,0
pot220.wav,0
pot221.wav,0
pot222.wav,0
pot223.wav,0
pot224.wav,0
pot225.wav,0
pot226.wav,0
pot227.wav,0
pot228.wav,0
pot229.wav,0
pot230.wav,0
pot231.wav,0
pot232.wav,0
pot233.wav,0
pot234.wav,0
pot235.wav,0
